adult,id,original_language,overview,popularity,release_date,title,vote_average,genres,weighted_rating,genres_text,release_year,content
False,7131,en,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,0.0267271066379827,2004-05-03,Van Helsing,0.6992349726775956,"['Horror', 'Adventure', 'Action']",0.4329927029518226,Horror Adventure Action,2004.0,"A horror, adventure, action movie.If you like horror, adventure, action movies watch this. Van Helsing is a horror, adventure and action film. Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family."
False,967941,en,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",0.0175483956759561,2025-11-19,Wicked: For Good,0.721311475409836,"['Fantasy', 'Adventure', 'Romance']",0.495845816383333,Fantasy Adventure Romance,2025.0,"A fantasy, adventure, romance movie.If you like fantasy, adventure, romance movies watch this. Wicked: For Good is a fantasy, adventure and romance film. As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good."
False,16869,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",0.0176511619075305,2009-08-02,Inglourious Basterds,0.8980327868852459,"['Drama', 'Thriller', 'War']",0.8725295333532608,Drama Thriller War,2009.0,"A drama, thriller, war movie.If you like drama, thriller, war movies watch this. Inglourious Basterds is a drama, thriller and war film. In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
False,1137861,ta,The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected,0.0144961051355573,2023-06-09,Maalai Nera Malipoo,0.7103825136612022,['Drama'],0.5180684431407057,Drama,2023.0,A drama movie.If you like drama movies watch this. Maalai Nera Malipoo is a drama film. The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected
False,67395,en,A stolen computer disk contains the location of a hidden tresaure trove. It's up to the sexy ladies of LETHAL (Legion to Ensure Total Harmony and Law) to find the treasure before the bad guys do.,0.0134641962813183,1998-01-27,L.E.T.H.A.L. Ladies: Return to Savage Beach,0.6557377049180327,"['Action', 'Thriller']",0.4813956954051581,Action Thriller,1998.0,"A action, thriller movie.If you like action, thriller movies watch this. L.E.T.H.A.L. Ladies: Return to Savage Beach is a action and thriller film. A stolen computer disk contains the location of a hidden tresaure trove. It's up to the sexy ladies of LETHAL (Legion to Ensure Total Harmony and Law) to find the treasure before the bad guys do."
False,1327862,en,"Morgan Grant and her daughter Clara explore what's left behind after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover each other.",0.01825950887933,2025-10-22,Regretting You,0.7615300546448087,"['Romance', 'Drama']",0.5310286407420037,Romance Drama,2025.0,"A romance, drama movie.If you like romance, drama movies watch this. Regretting You is a romance and drama film. Morgan Grant and her daughter Clara explore what's left behind after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover each other."
False,539972,en,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",0.0174690460709387,2024-12-11,Kraven the Hunter,0.7029508196721311,"['Action', 'Adventure', 'Thriller']",0.4559614098978879,Action Adventure Thriller,2024.0,"A action, adventure, thriller movie.If you like action, adventure, thriller movies watch this. Kraven the Hunter is a action, adventure and thriller film. Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared."
False,4247,en,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",0.0150595601289831,2000-07-07,Scary Movie,0.6994535519125683,['Comedy'],0.4317789052671099,Comedy,2000.0,"A comedy movie.If you like comedy movies watch this. Scary Movie is a comedy film. A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!"
False,1620551,it,"A teenager, the only hearing member of a deaf family, finds her voice and learns to believe in herself through her passion for singing.",0.0122130447110758,2026-04-03,Feel My Voice,0.7103825136612022,"['Music', 'Drama', 'Comedy']",0.5127554575495485,Music Drama Comedy,2026.0,"A music, drama, comedy movie.If you like music, drama, comedy movies watch this. Feel My Voice is a music, drama and comedy film. A teenager, the only hearing member of a deaf family, finds her voice and learns to believe in herself through her passion for singing."
False,1124,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",0.014981181161336,2006-10-17,The Prestige,0.896174863387978,"['Drama', 'Mystery', 'Science Fiction']",0.8631461670722524,Drama Mystery Science Fiction,2006.0,"A drama, mystery, science fiction movie.If you like drama, mystery, science fiction movies watch this. The Prestige is a drama, mystery and science fiction film. A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences."
False,1631917,tl,"A spirited teen dreaming of the perfect debut makes a deal with a lonely newcomer, but unexpected feelings and revelations may shatter their plans.",0.0174814216974093,2026-04-09,18th Rose,0.6557377049180327,"['Drama', 'Romance']",0.5162275535309868,Drama Romance,2026.0,"A drama, romance movie.If you like drama, romance movies watch this. 18th Rose is a drama and romance film. A spirited teen dreaming of the perfect debut makes a deal with a lonely newcomer, but unexpected feelings and revelations may shatter their plans."
False,10867,it,"12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her.",0.0205792108645382,2000-10-27,Malena,0.8118032786885245,['Drama'],0.6366918624281459,Drama,2000.0,"A drama movie.If you like drama movies watch this. Malena is a drama film. 12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her."
False,1480382,ar,"January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything they can to get an ambulance to her. Her name was Hind Rajab.",0.0164963460962845,2025-09-10,The Voice of Hind Rajab,0.8789071038251366,['Drama'],0.5855011988266032,Drama,2025.0,"A drama movie.If you like drama movies watch this. The Voice of Hind Rajab is a drama film. January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything they can to get an ambulance to her. Her name was Hind Rajab."
False,1020969,no,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find the adorable bear that captured her heart.",0.0141448557372009,2022-11-05,Teddy's Christmas,0.7616393442622951,"['Family', 'Adventure', 'Fantasy']",0.5205206361924981,Family Adventure Fantasy,2022.0,"A family, adventure, fantasy movie.If you like family, adventure, fantasy movies watch this. Teddy's Christmas is a family, adventure and fantasy film. While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find the adorable bear that captured her heart."
False,329865,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",0.0223164090979296,2016-11-10,Arrival,0.8332240437158469,"['Drama', 'Science Fiction', 'Mystery']",0.7242197187792061,Drama Science Fiction Mystery,2016.0,"A drama, science fiction, mystery movie.If you like drama, science fiction, mystery movies watch this. Arrival is a drama, science fiction and mystery film. Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
False,210577,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",0.0226973842657498,2014-10-01,Gone Girl,0.8621857923497268,"['Mystery', 'Thriller', 'Drama']",0.7893553060489968,Mystery Thriller Drama,2014.0,"A mystery, thriller, drama movie.If you like mystery, thriller, drama movies watch this. Gone Girl is a mystery, thriller and drama film. With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
False,1865,en,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",0.0148382548085678,2011-05-15,Pirates of the Caribbean: On Stranger Tides,0.7175956284153006,"['Adventure', 'Action', 'Fantasy']",0.466635224659566,Adventure Action Fantasy,2011.0,"A adventure, action, fantasy movie.If you like adventure, action, fantasy movies watch this. Pirates of the Caribbean: On Stranger Tides is a adventure, action and fantasy film. When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth."
False,201811,it,"Alessia, a TV showgirl, tries to win the favor of an official. Amalia, a morning show host, satisfies the masochistic director in order to go to prime time. Stefania ""works hard"" to act in a risqué film by a famous director, but the part is stolen from her by her friend Beatrice, apparently only devoted to her studies.",0.0145901356307996,1992-02-04,Crazy Underwear,0.3387978142076502,['Comedy'],0.5051590702148212,Comedy,1992.0,"A comedy movie.If you like comedy movies watch this. Crazy Underwear is a comedy film. Alessia, a TV showgirl, tries to win the favor of an official. Amalia, a morning show host, satisfies the masochistic director in order to go to prime time. Stefania ""works hard"" to act in a risqué film by a famous director, but the part is stolen from her by her friend Beatrice, apparently only devoted to her studies."
False,38757,en,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",0.0172087939260425,2010-11-24,Tangled,0.8316939890710383,"['Animation', 'Family', 'Adventure']",0.7153336174720075,Animation Family Adventure,2010.0,"A animation, family, adventure movie.If you like animation, family, adventure movies watch this. Tangled is a animation, family and adventure film. Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade."
False,1291595,en,"A trio of stalkers infiltrate a quiet suburb and force a new family into the astral plane, where they uncover a terrifying truth: the Further is bleeding into the real world.",0.0138039193609032,2026-08-19,Insidious: Out of the Further,0.0,"['Horror', 'Thriller']",0.5182121594009468,Horror Thriller,2026.0,"A horror, thriller movie.If you like horror, thriller movies watch this. Insidious: Out of the Further is a horror and thriller film. A trio of stalkers infiltrate a quiet suburb and force a new family into the astral plane, where they uncover a terrifying truth: the Further is bleeding into the real world."
False,646385,en,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",0.0181583199334822,2022-01-12,Scream,0.7308196721311475,"['Horror', 'Mystery']",0.4992157935102754,Horror Mystery,2022.0,"A horror, mystery movie.If you like horror, mystery movies watch this. Scream is a horror and mystery film. Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past."
False,1097549,en,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,0.0170732686832224,2024-12-25,Babygirl,0.6220765027322405,"['Romance', 'Thriller']",0.3675376559257184,Romance Thriller,2024.0,"A romance, thriller movie.If you like romance, thriller movies watch this. Babygirl is a romance and thriller film. A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern."
False,286687,ko,"Korea's most popular song writer Hee-soo runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back.",0.0186873173002643,2013-12-05,Love Lesson,0.7431693989071038,"['Romance', 'Drama', 'Comedy']",0.5184162810741164,Romance Drama Comedy,2013.0,"A romance, drama, comedy movie.If you like romance, drama, comedy movies watch this. Love Lesson is a romance, drama and comedy film. Korea's most popular song writer Hee-soo runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back."
False,1630433,th,"Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money — and their dignity.",0.0142851128372009,2026-03-22,The Red Line,0.753879781420765,"['Thriller', 'Crime', 'Drama']",0.5196521145162643,Thriller Crime Drama,2026.0,"A thriller, crime, drama movie.If you like thriller, crime, drama movies watch this. The Red Line is a thriller, crime and drama film. Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money — and their dignity."
False,447365,en,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",0.0163283045015613,2023-05-03,Guardians of the Galaxy Vol. 3,0.8660109289617487,"['Science Fiction', 'Adventure', 'Action']",0.7800295055187543,Science Fiction Adventure Action,2023.0,"A science fiction, adventure, action movie.If you like science fiction, adventure, action movies watch this. Guardians of the Galaxy Vol. 3 is a science fiction, adventure and action film. Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them."
False,73861,sr,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",0.014075212505886,2010-01-06,A Serbian Film,0.5901639344262295,"['Crime', 'Horror', 'Thriller']",0.2746832466023843,Crime Horror Thriller,2010.0,"A crime, horror, thriller movie.If you like crime, horror, thriller movies watch this. A Serbian Film is a crime, horror and thriller film. Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem."
False,786892,en,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",0.0162802579517343,2024-05-22,Furiosa: A Mad Max Saga,0.8143169398907103,"['Action', 'Science Fiction', 'Adventure']",0.6607106305648749,Action Science Fiction Adventure,2024.0,"A action, science fiction, adventure movie.If you like action, science fiction, adventure movies watch this. Furiosa: A Mad Max Saga is a action, science fiction and adventure film. As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home."
False,926393,en,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",0.0171374520793297,2023-08-30,The Equalizer 3,0.7967213114754098,"['Action', 'Thriller', 'Crime']",0.62101010821132,Action Thriller Crime,2023.0,"A action, thriller, crime movie.If you like action, thriller, crime movies watch this. The Equalizer 3 is a action, thriller and crime film. Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia."
False,1022787,en,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",0.0143745328049345,2025-06-18,Elio,0.7540983606557378,"['Animation', 'Family', 'Science Fiction', 'Adventure', 'Comedy']",0.5331211824766602,Animation Family Science Fiction Adventure Comedy,2025.0,"A animation, family, science fiction, adventure, comedy movie.If you like animation, family, science fiction, adventure, comedy movies watch this. Elio is a animation, family, science fiction, adventure and comedy film. Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be."
False,695721,en,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",0.014203336638758,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,0.7650273224043715,"['Science Fiction', 'Action']",0.5619957765487515,Science Fiction Action,2023.0,"A science fiction, action movie.If you like science fiction, action movies watch this. The Hunger Games: The Ballad of Songbirds & Snakes is a science fiction and action film. 64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12."
False,986056,en,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",0.0155019281104711,2025-04-30,Thunderbolts*,0.7970491803278689,"['Action', 'Science Fiction', 'Adventure']",0.6199330040011448,Action Science Fiction Adventure,2025.0,"A action, science fiction, adventure movie.If you like action, science fiction, adventure movies watch this. Thunderbolts* is a action, science fiction and adventure film. After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts."
False,1396,ru,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",0.0133485691045882,1975-03-07,Mirror,0.8692896174863387,"['Drama', 'History']",0.6749054064830533,Drama History,1975.0,"A drama, history movie.If you like drama, history movies watch this. Mirror is a drama and history film. A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life."
False,414906,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",0.0215520321688637,2022-03-01,The Batman,0.8415300546448088,"['Crime', 'Mystery', 'Thriller']",0.7360033739663367,Crime Mystery Thriller,2022.0,"A crime, mystery, thriller movie.If you like crime, mystery, thriller movies watch this. The Batman is a crime, mystery and thriller film. In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
False,49051,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",0.0168568165496583,2012-12-12,The Hobbit: An Unexpected Journey,0.8054644808743169,"['Adventure', 'Fantasy', 'Action']",0.6623174036354964,Adventure Fantasy Action,2012.0,"A adventure, fantasy, action movie.If you like adventure, fantasy, action movies watch this. The Hobbit: An Unexpected Journey is a adventure, fantasy and action film. Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon."
False,348,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",0.0330859947097836,1979-05-25,Alien,0.896174863387978,"['Horror', 'Science Fiction']",0.8617409675963663,Horror Science Fiction,1979.0,"A horror, science fiction movie.If you like horror, science fiction movies watch this. Alien is a horror and science fiction film. During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
False,5879,ja,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",0.0154889458356441,1976-09-15,In the Realm of the Senses,0.721311475409836,"['Drama', 'Romance']",0.4988252480636337,Drama Romance,1976.0,"A drama, romance movie.If you like drama, romance movies watch this. In the Realm of the Senses is a drama and romance film. A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship."
False,1228710,en,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",0.0141606285944673,2026-05-20,Star Wars: The Mandalorian and Grogu,0.0,"['Action', 'Adventure', 'Science Fiction']",0.5182121594009468,Action Adventure Science Fiction,2026.0,"A action, adventure, science fiction movie.If you like action, adventure, science fiction movies watch this. Star Wars: The Mandalorian and Grogu is a action, adventure and science fiction film. The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu."
False,62,en,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",0.0160045969385854,1968-04-02,2001: A Space Odyssey,0.8802185792349727,"['Science Fiction', 'Mystery', 'Adventure']",0.8211572246679246,Science Fiction Mystery Adventure,1968.0,"A science fiction, mystery, adventure movie.If you like science fiction, mystery, adventure movies watch this. 2001: A Space Odyssey is a science fiction, mystery and adventure film. Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
False,8392,ja,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",0.0127142575831347,1988-04-16,My Neighbor Totoro,0.8810928961748633,"['Fantasy', 'Animation', 'Family']",0.813666365728134,Fantasy Animation Family,1988.0,"A fantasy, animation, family movie.If you like fantasy, animation, family movies watch this. My Neighbor Totoro is a fantasy, animation and family film. Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her."
False,1198984,en,"After a catastrophic military disaster, the dead don't just rise - they hunt. Ava searches for her missing husband, but what she finds is far more terrifying.",0.0162693382813191,2026-01-01,We Bury the Dead,0.6616393442622951,"['Horror', 'Thriller']",0.4916502642894882,Horror Thriller,2026.0,"A horror, thriller movie.If you like horror, thriller movies watch this. We Bury the Dead is a horror and thriller film. After a catastrophic military disaster, the dead don't just rise - they hunt. Ava searches for her missing husband, but what she finds is far more terrifying."
False,696506,en,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",0.014095595890661,2025-02-28,Mickey 17,0.746448087431694,"['Science Fiction', 'Comedy', 'Adventure']",0.5281053276718453,Science Fiction Comedy Adventure,2025.0,"A science fiction, comedy, adventure movie.If you like science fiction, comedy, adventure movies watch this. Mickey 17 is a science fiction, comedy and adventure film. Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living."
False,744,en,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",0.0160419664773398,1986-05-16,Top Gun,0.7715846994535518,"['Action', 'Drama', 'Romance']",0.5831934440489506,Action Drama Romance,1986.0,"A action, drama, romance movie.If you like action, drama, romance movies watch this. Top Gun is a action, drama and romance film. For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot."
False,140607,en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",0.0167659406258693,2015-12-15,Star Wars: The Force Awakens,0.7923497267759563,"['Adventure', 'Action', 'Science Fiction']",0.6332458108042942,Adventure Action Science Fiction,2015.0,"A adventure, action, science fiction movie.If you like adventure, action, science fiction movies watch this. Star Wars: The Force Awakens is a adventure, action and science fiction film. Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers."
False,823464,en,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",0.0172906914541567,2024-03-27,Godzilla x Kong: The New Empire,0.7701639344262294,"['Action', 'Adventure', 'Science Fiction']",0.5744749780891347,Action Adventure Science Fiction,2024.0,"A action, adventure, science fiction movie.If you like action, adventure, science fiction movies watch this. Godzilla x Kong: The New Empire is a action, adventure and science fiction film. Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own."
False,637649,en,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",0.0174028000704197,2021-04-22,Wrath of Man,0.8284153005464481,"['Thriller', 'Crime', 'Drama']",0.6943960858073928,Thriller Crime Drama,2021.0,"A thriller, crime, drama movie.If you like thriller, crime, drama movies watch this. Wrath of Man is a thriller, crime and drama film. A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score."
False,2105,en,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",0.0170834603756099,1999-07-09,American Pie,0.7217486338797814,"['Comedy', 'Romance']",0.4778307558936343,Comedy Romance,1999.0,"A comedy, romance movie.If you like comedy, romance movies watch this. American Pie is a comedy and romance film. At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom."
False,1317672,en,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted.",0.014801127929156,2026-02-12,Love Me Love Me,0.6250273224043716,"['Romance', 'Drama']",0.4692326291004012,Romance Drama,2026.0,"A romance, drama movie.If you like romance, drama movies watch this. Love Me Love Me is a romance and drama film. After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted."
